country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_2971,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2972,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_2973,Urban,Yes,1,28,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_2974,Urban,No,2,49,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2975,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_2976,Urban,Yes,1,86,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_2977,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2978,Urban,Yes,3,32,Female,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_2979,Rural,Yes,7,19,Female,Parent,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,uniqueid_2980,Urban,Yes,1,24,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_2981,Urban,No,2,19,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_2982,Urban,Yes,2,27,Female,Spouse,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_2983,Urban,Yes,1,56,Female,Head of Household,Widowed,No formal education,Government Dependent
Tanzania,2017,uniqueid_2984,Urban,No,1,30,Male,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_2985,Urban,Yes,2,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2986,Urban,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_2987,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2988,Rural,Yes,2,43,Female,Spouse,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_2989,Urban,Yes,1,38,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_2990,Rural,Yes,2,66,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_2991,Urban,No,1,32,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_2992,Urban,No,2,31,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2993,Rural,No,1,39,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_2994,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2995,Rural,No,3,22,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_2996,Urban,No,2,65,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2997,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_2998,Rural,Yes,4,33,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_2999,Urban,No,2,31,Female,Spouse,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_3000,Urban,No,2,39,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3001,Urban,Yes,4,24,Male,Other relative,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3002,Urban,Yes,2,48,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3003,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3004,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3005,Urban,Yes,1,25,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3006,Urban,No,2,21,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3007,Urban,No,3,17,Female,Other relative,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3008,Urban,No,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3009,Urban,No,2,21,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3010,Urban,No,11,18,Female,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3011,Urban,Yes,2,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3012,Urban,Yes,2,64,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3013,Rural,Yes,3,29,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3014,Urban,No,3,63,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3015,Urban,No,4,33,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3016,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3017,Urban,Yes,4,42,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3018,Rural,No,2,59,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3019,Urban,No,4,45,Male,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3020,Rural,Yes,5,21,Female,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3021,Urban,Yes,1,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3022,Urban,No,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3023,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3024,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3025,Urban,Yes,3,30,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3026,Urban,No,2,75,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3027,Urban,No,2,49,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_3028,Urban,No,3,16,Male,Parent,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_3029,Urban,No,3,43,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3030,Rural,Yes,2,25,Female,Child,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3031,Urban,Yes,4,59,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3032,Urban,No,1,26,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3033,Rural,Yes,6,20,Male,Parent,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3034,Urban,Yes,2,33,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3035,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3036,Rural,Yes,2,35,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3037,Urban,Yes,1,42,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3038,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3039,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3040,Rural,Yes,2,31,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3041,Urban,No,3,55,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3042,Rural,Yes,1,39,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3043,Rural,Yes,2,20,Female,Spouse,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_3044,Rural,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3045,Urban,No,3,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3046,Rural,No,3,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3047,Rural,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3048,Rural,Yes,5,35,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3049,Urban,Yes,3,69,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3050,Urban,Yes,4,25,Male,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3051,Rural,Yes,1,28,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3052,Urban,Yes,2,28,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3053,Urban,No,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3054,Urban,No,2,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3055,Urban,No,2,36,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3056,Rural,Yes,3,37,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3057,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3058,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3059,Urban,No,1,75,Male,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3060,Urban,Yes,5,39,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3061,Urban,Yes,3,22,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3062,Urban,No,2,34,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3063,Urban,Yes,1,66,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3064,Urban,No,3,16,Female,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_3065,Urban,No,1,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3066,Rural,Yes,3,20,Male,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_3067,Rural,No,1,25,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3068,Urban,No,2,35,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3069,Urban,No,2,63,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3070,Urban,No,2,51,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_3071,Urban,No,1,30,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3072,Rural,Yes,2,22,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3073,Rural,Yes,2,29,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3074,Urban,No,3,24,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3075,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3076,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3077,Urban,No,2,23,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3078,Rural,Yes,1,25,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Tanzania,2017,uniqueid_3079,Urban,Yes,1,32,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3080,Rural,Yes,2,17,Female,Parent,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3081,Rural,Yes,2,27,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3082,Urban,Yes,2,33,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3083,Urban,No,1,59,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3084,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3085,Rural,No,3,51,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3086,Urban,No,2,40,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3087,Rural,Yes,2,24,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3088,Urban,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3089,Rural,Yes,3,40,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3090,Rural,Yes,3,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3091,Urban,No,2,48,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3092,Urban,Yes,2,28,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3093,Rural,No,2,28,Female,Spouse,Single/Never Married,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3094,Rural,Yes,2,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3095,Urban,No,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3096,Urban,Yes,3,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3097,Urban,Yes,5,68,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3098,Rural,No,2,16,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3099,Urban,No,2,56,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3100,Urban,No,2,48,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3101,Urban,No,2,75,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3102,Urban,Yes,3,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3103,Urban,Yes,4,38,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3104,Urban,No,3,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3105,Urban,No,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3106,Urban,No,1,75,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_3107,Urban,No,2,67,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3108,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3109,Urban,No,2,53,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3110,Urban,No,3,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3111,Urban,No,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3112,Urban,No,2,20,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3113,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3114,Urban,No,2,39,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3115,Urban,Yes,3,18,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3116,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_3117,Urban,No,2,35,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3118,Urban,No,2,34,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3119,Urban,No,2,43,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3120,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3121,Urban,Yes,4,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3122,Rural,Yes,1,29,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3123,Urban,Yes,2,78,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3124,Urban,No,2,68,Female,Head of Household,Widowed,Primary education,No Income
Tanzania,2017,uniqueid_3125,Urban,Yes,1,45,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3126,Urban,Yes,3,29,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_3127,Urban,No,3,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3128,Rural,Yes,1,31,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3129,Urban,No,3,59,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_3130,Urban,Yes,1,31,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3131,Urban,Yes,2,26,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_3132,Urban,No,1,32,Male,Child,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3133,Rural,Yes,1,31,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3134,Urban,No,2,20,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3135,Urban,No,2,24,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3136,Rural,Yes,3,19,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3137,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3138,Rural,Yes,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3139,Urban,No,1,26,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3140,Urban,No,1,67,Female,Head of Household,Widowed,No formal education,Government Dependent
Tanzania,2017,uniqueid_3141,Urban,Yes,1,19,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_3142,Rural,Yes,1,35,Female,Parent,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3143,Urban,Yes,1,27,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3144,Urban,Yes,1,32,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3145,Rural,Yes,3,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3146,Rural,Yes,2,29,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3147,Urban,Yes,3,26,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3148,Urban,Yes,2,20,Female,Parent,Married/Living together,Tertiary education,Self employed
Tanzania,2017,uniqueid_3149,Urban,Yes,5,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3150,Urban,No,1,20,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3151,Urban,No,1,34,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3152,Urban,No,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3153,Urban,No,3,16,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3154,Urban,No,2,18,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3155,Urban,Yes,5,46,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3156,Rural,Yes,2,36,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3157,Urban,No,3,60,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3158,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3159,Urban,No,1,58,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3160,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3161,Urban,Yes,2,31,Male,Head of Household,Single/Never Married,No formal education,Formally employed Private
Tanzania,2017,uniqueid_3162,Urban,No,2,53,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3163,Rural,No,4,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3164,Urban,No,1,21,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3165,Urban,No,1,45,Female,Head of Household,Widowed,Secondary education,Informally employed
Tanzania,2017,uniqueid_3166,Urban,Yes,6,33,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3167,Urban,Yes,2,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3168,Rural,Yes,1,25,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3169,Rural,Yes,1,61,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3170,Urban,Yes,1,43,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3171,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3172,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3173,Urban,Yes,2,31,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3174,Urban,No,1,42,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3175,Rural,Yes,2,65,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3176,Urban,Yes,4,48,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3177,Urban,No,2,16,Female,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3178,Urban,No,1,68,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3179,Urban,Yes,3,42,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3180,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3181,Urban,No,2,35,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3182,Rural,Yes,2,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3183,Urban,No,4,64,Female,Child,Widowed,No formal education,Informally employed
Tanzania,2017,uniqueid_3184,Urban,No,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3185,Urban,No,2,82,Female,Child,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_3186,Urban,No,1,50,Male,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_3187,Urban,No,1,48,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3188,Urban,No,3,38,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3189,Urban,Yes,3,53,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3190,Urban,Yes,1,17,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3191,Rural,Yes,1,26,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_3192,Urban,No,2,76,Female,Other relative,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3193,Urban,Yes,3,46,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3194,Rural,Yes,2,30,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3195,Urban,No,2,17,Male,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3196,Urban,Yes,1,35,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3197,Urban,Yes,4,58,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3198,Urban,Yes,3,26,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3199,Urban,No,3,32,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3200,Urban,No,1,62,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3201,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3202,Urban,No,1,20,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3203,Rural,Yes,3,39,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_3204,Rural,Yes,2,62,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3205,Urban,Yes,2,30,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3206,Urban,Yes,2,29,Male,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3207,Rural,Yes,1,36,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3208,Urban,No,2,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3209,Urban,No,2,45,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3210,Urban,Yes,1,20,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3211,Urban,No,2,21,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3212,Urban,No,2,30,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3213,Urban,No,3,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3214,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3215,Urban,Yes,2,49,Female,Spouse,Single/Never Married,Primary education,Informally employed
